age,utme_score,post_utme_score,olevel_points,subject_relevance,catchment_category,course_choice,interview_score,admission_status
24,191.0,38.8,32.0,0.8,Catchment,First Choice,40.4,0
17,130.0,70.5,33.0,0.85,Catchment,Second Choice,56.5,0
18,232.0,73.2,30.0,0.53,Catchment,First Choice,65.2,0
20,253.0,70.5,42.0,0.77,Catchment,First Choice,51.9,1
20,184.0,53.7,26.0,0.95,ELDS,First Choice,54.5,0
16,195.0,54.7,34.0,0.83,Catchment,First Choice,58.6,1
23,191.0,39.1,26.0,0.88,Catchment,Second Choice,75.4,0
23,204.0,61.2,41.0,0.98,Catchment,First Choice,70.6,1
19,270.0,57.5,34.0,0.79,ELDS,First Choice,47.8,1
22,215.0,97.7,29.0,0.59,ELDS,First Choice,71.9,1
18,258.0,71.3,39.0,0.88,Non-Catchment,First Choice,94.5,1
21,176.0,59.7,21.0,0.48,Non-Catchment,First Choice,29.7,0
24,203.0,54.4,37.0,0.66,Catchment,First Choice,51.3,1
16,263.0,70.0,42.0,0.82,Catchment,First Choice,49.7,1
20,184.0,41.3,36.0,0.06,Non-Catchment,First Choice,61.6,0
19,266.0,72.1,32.0,0.75,Non-Catchment,First Choice,23.5,1
23,192.0,38.7,28.0,0.76,Catchment,First Choice,87.2,0
16,206.0,46.6,41.0,0.47,Catchment,Second Choice,60.9,0
24,295.0,27.4,41.0,0.77,Non-Catchment,First Choice,66.0,1
21,200.0,64.2,31.0,0.74,Catchment,First Choice,63.6,0
19,227.0,58.7,31.0,0.71,Non-Catchment,First Choice,49.7,0
24,248.0,46.6,42.0,0.94,Catchment,First Choice,74.0,1
20,230.0,41.1,38.0,0.88,Catchment,First Choice,60.1,1
20,231.0,75.7,24.0,0.83,Non-Catchment,First Choice,18.3,0
20,217.0,53.0,34.0,0.5,ELDS,First Choice,57.8,0
16,161.0,43.5,34.0,0.7,Catchment,First Choice,54.4,0
16,236.0,83.8,36.0,0.94,Catchment,First Choice,73.9,1
23,187.0,45.1,35.0,0.66,Catchment,Second Choice,100.0,0
23,255.0,72.1,32.0,1.0,Non-Catchment,First Choice,67.6,1
21,282.0,37.7,36.0,0.83,Non-Catchment,First Choice,100.0,1
19,139.0,49.7,32.0,1.0,Catchment,First Choice,46.3,0
17,282.0,62.5,45.0,0.49,Catchment,First Choice,47.6,1
17,202.0,54.1,36.0,0.67,ELDS,First Choice,55.1,1
24,214.0,58.7,35.0,0.69,Non-Catchment,First Choice,68.5,1
20,179.0,46.9,45.0,0.82,Non-Catchment,First Choice,47.2,1
19,228.0,31.0,27.0,0.55,Catchment,First Choice,27.8,0
16,223.0,77.0,34.0,0.38,Catchment,First Choice,60.5,0
22,268.0,47.8,29.0,0.78,Non-Catchment,First Choice,37.1,1
18,187.0,59.3,39.0,0.63,Non-Catchment,First Choice,82.3,1
21,295.0,65.5,32.0,0.61,Non-Catchment,First Choice,72.9,1
20,250.0,59.6,38.0,0.56,Catchment,First Choice,44.8,1
20,224.0,44.4,38.0,0.72,Non-Catchment,First Choice,69.1,1
20,212.0,72.4,40.0,0.48,Non-Catchment,First Choice,49.0,0
16,206.0,62.7,38.0,0.66,ELDS,First Choice,59.0,1
16,209.0,58.0,34.0,0.53,Catchment,First Choice,59.2,0
18,228.0,57.6,27.0,0.58,Non-Catchment,Second Choice,53.3,0
19,211.0,80.2,41.0,0.77,Non-Catchment,First Choice,76.6,1
20,191.0,44.0,43.0,0.83,Non-Catchment,First Choice,37.6,0
17,228.0,61.2,29.0,0.64,Non-Catchment,First Choice,70.7,0
23,182.0,47.1,39.0,0.89,ELDS,First Choice,66.1,1
17,235.0,26.0,28.0,0.51,ELDS,First Choice,31.9,0
24,210.0,25.6,36.0,0.4,Catchment,First Choice,44.1,0
17,251.0,39.8,37.0,0.43,Non-Catchment,First Choice,38.1,0
24,265.0,45.1,32.0,0.48,Non-Catchment,Second Choice,52.7,1
22,264.0,87.6,36.0,0.44,Catchment,First Choice,61.0,1
23,234.0,65.5,40.0,1.0,Catchment,Second Choice,41.4,1
17,240.0,66.8,34.0,0.39,Catchment,First Choice,79.4,0
22,205.0,45.4,31.0,0.89,Non-Catchment,First Choice,81.2,0
21,250.0,55.9,28.0,0.69,Catchment,First Choice,84.7,0
19,256.0,89.6,33.0,0.74,Non-Catchment,First Choice,5.6,0
22,149.0,36.8,28.0,0.52,Non-Catchment,First Choice,99.0,0
19,237.0,61.8,33.0,0.77,Non-Catchment,First Choice,63.3,1
17,282.0,79.2,32.0,0.52,Catchment,First Choice,60.9,1
22,204.0,69.5,40.0,0.88,Non-Catchment,First Choice,58.0,1
23,194.0,82.0,35.0,0.9,Non-Catchment,First Choice,33.6,0
17,201.0,58.2,45.0,0.67,Catchment,First Choice,67.2,1
20,152.0,64.1,23.0,0.69,Non-Catchment,Second Choice,92.2,0
16,226.0,56.6,37.0,0.79,Non-Catchment,First Choice,63.1,1
22,221.0,63.0,32.0,0.78,Catchment,Second Choice,37.7,1
23,229.0,41.3,29.0,0.9,Non-Catchment,First Choice,29.5,0
21,239.0,66.9,35.0,0.9,Catchment,First Choice,54.1,1
20,184.0,59.4,34.0,0.69,Non-Catchment,First Choice,45.1,0
21,232.0,55.9,41.0,0.6,Non-Catchment,First Choice,74.1,0
17,240.0,81.2,36.0,0.86,Catchment,Second Choice,87.4,1
16,198.0,51.0,31.0,0.67,Non-Catchment,First Choice,69.4,0
22,239.0,73.1,37.0,0.72,Non-Catchment,Second Choice,58.3,1
22,224.0,74.6,34.0,0.81,Non-Catchment,Second Choice,57.3,0
17,192.0,67.8,28.0,0.9,Catchment,First Choice,61.4,0
17,233.0,40.5,34.0,0.75,Catchment,First Choice,36.8,0
16,207.0,60.4,36.0,0.58,Catchment,First Choice,72.0,1
23,251.0,84.4,35.0,1.0,ELDS,First Choice,38.4,1
23,209.0,27.7,37.0,1.0,Catchment,First Choice,82.3,0
16,162.0,52.2,32.0,0.5,Non-Catchment,First Choice,52.7,0
23,232.0,72.4,37.0,0.52,Non-Catchment,First Choice,76.6,1
24,230.0,53.3,36.0,0.54,Non-Catchment,First Choice,30.5,0
19,171.0,67.1,36.0,0.87,Non-Catchment,First Choice,76.5,0
16,254.0,76.1,35.0,1.0,ELDS,Second Choice,87.3,1
16,251.0,58.5,45.0,0.6,Catchment,First Choice,34.4,1
18,181.0,62.6,42.0,0.73,Catchment,First Choice,57.7,1
20,190.0,56.4,37.0,0.55,Catchment,First Choice,66.7,0
20,214.0,59.5,30.0,1.0,Catchment,Second Choice,67.7,1
24,186.0,86.5,33.0,0.86,Non-Catchment,First Choice,53.2,1
17,249.0,54.0,45.0,0.54,Catchment,Second Choice,49.7,0
17,227.0,49.7,32.0,0.28,Non-Catchment,Second Choice,65.1,0
21,171.0,70.6,34.0,0.91,Catchment,Second Choice,67.1,1
24,183.0,42.4,34.0,0.59,Catchment,First Choice,47.5,0
16,273.0,45.8,37.0,0.87,Non-Catchment,First Choice,43.5,1
24,289.0,45.9,32.0,0.76,Catchment,Second Choice,84.2,0
24,244.0,51.2,36.0,0.33,Non-Catchment,Second Choice,62.2,1
24,210.0,51.8,33.0,0.54,ELDS,Second Choice,14.6,0
20,200.0,65.5,43.0,0.63,Non-Catchment,First Choice,84.4,1
24,245.0,49.9,31.0,0.56,Catchment,First Choice,48.1,0
19,223.0,66.1,41.0,0.72,ELDS,First Choice,61.3,1
17,148.0,68.0,31.0,0.78,Catchment,Second Choice,67.5,0
21,266.0,45.2,30.0,1.0,Non-Catchment,First Choice,30.3,1
19,281.0,67.6,31.0,0.79,Catchment,First Choice,54.2,1
21,253.0,69.0,25.0,1.0,Catchment,First Choice,86.4,1
18,171.0,28.6,38.0,0.6,ELDS,First Choice,81.8,0
21,191.0,59.4,28.0,0.93,Catchment,First Choice,54.2,0
17,136.0,47.4,33.0,0.62,Non-Catchment,First Choice,74.3,0
17,292.0,74.5,40.0,0.52,Catchment,First Choice,77.0,1
24,204.0,47.3,39.0,0.51,Non-Catchment,First Choice,75.9,1
22,325.0,34.9,26.0,0.17,ELDS,First Choice,37.1,0
18,308.0,54.6,37.0,0.87,Non-Catchment,Second Choice,92.8,1
16,179.0,41.5,42.0,0.44,Non-Catchment,First Choice,50.7,0
23,188.0,67.7,31.0,0.98,Non-Catchment,First Choice,62.2,0
21,241.0,42.9,38.0,0.67,ELDS,Second Choice,53.0,0
22,141.0,54.7,28.0,0.39,Catchment,First Choice,64.6,0
24,200.0,78.2,37.0,0.48,Non-Catchment,Second Choice,42.7,0
20,196.0,71.5,36.0,0.74,Catchment,Second Choice,55.5,1
16,303.0,62.2,39.0,0.32,Catchment,First Choice,63.7,1
22,227.0,53.1,39.0,0.82,Catchment,First Choice,84.5,1
20,207.0,60.7,27.0,0.4,Non-Catchment,First Choice,82.1,0
18,192.0,65.3,36.0,0.55,Non-Catchment,Second Choice,83.1,1
24,260.0,40.2,44.0,0.74,Catchment,First Choice,77.4,1
16,198.0,67.8,22.0,0.79,Non-Catchment,First Choice,96.9,1
16,218.0,38.5,41.0,0.86,Non-Catchment,Second Choice,54.2,0
16,191.0,63.6,45.0,0.44,Non-Catchment,Second Choice,56.8,0
18,152.0,38.4,26.0,0.64,ELDS,First Choice,56.0,0
21,175.0,84.4,31.0,0.92,Catchment,First Choice,58.8,1
18,197.0,66.5,38.0,0.64,Catchment,First Choice,31.3,0
23,208.0,31.7,30.0,0.76,Catchment,First Choice,65.3,1
17,210.0,55.0,43.0,0.73,Non-Catchment,Second Choice,69.9,1
24,216.0,47.2,41.0,0.96,ELDS,First Choice,54.9,1
18,198.0,45.4,27.0,0.61,Catchment,First Choice,24.9,0
20,281.0,57.2,31.0,0.42,Catchment,Second Choice,60.4,1
23,263.0,41.1,40.0,0.51,Non-Catchment,First Choice,34.1,0
17,214.0,66.4,39.0,0.74,Non-Catchment,Second Choice,68.5,0
21,231.0,65.6,45.0,0.39,Non-Catchment,First Choice,62.4,1
20,203.0,60.3,30.0,0.59,ELDS,Second Choice,64.3,0
24,100.0,54.7,44.0,0.72,Non-Catchment,Second Choice,38.8,0
20,221.0,64.9,30.0,0.55,Non-Catchment,First Choice,85.2,1
17,234.0,66.9,38.0,0.77,Non-Catchment,Second Choice,63.4,1
20,147.0,61.8,40.0,0.84,Catchment,Second Choice,41.7,0
19,242.0,35.3,17.0,0.79,Non-Catchment,Second Choice,71.6,0
22,207.0,43.2,40.0,0.39,Non-Catchment,First Choice,62.0,0
21,235.0,51.0,43.0,0.72,Catchment,First Choice,96.7,1
17,209.0,32.9,42.0,0.73,Catchment,First Choice,48.9,0
20,276.0,58.4,45.0,0.62,Non-Catchment,First Choice,35.0,1
22,230.0,76.2,41.0,0.76,Non-Catchment,First Choice,65.8,1
22,265.0,73.8,32.0,0.76,Non-Catchment,First Choice,80.2,1
20,269.0,66.1,42.0,0.68,Catchment,First Choice,100.0,1
24,170.0,65.9,31.0,0.5,Non-Catchment,First Choice,100.0,0
19,187.0,88.2,35.0,0.69,Catchment,Second Choice,29.0,0
18,240.0,67.7,40.0,1.0,Non-Catchment,Second Choice,57.3,1
19,204.0,68.9,38.0,0.62,Non-Catchment,First Choice,35.1,0
20,209.0,33.4,43.0,0.91,Non-Catchment,First Choice,55.1,1
21,278.0,75.0,45.0,0.71,Non-Catchment,Second Choice,100.0,1
18,206.0,61.0,28.0,0.54,Non-Catchment,First Choice,43.6,0
17,176.0,53.8,33.0,0.64,Non-Catchment,First Choice,59.6,0
19,182.0,50.1,37.0,0.7,Non-Catchment,Second Choice,48.4,1
20,318.0,46.8,32.0,0.83,Catchment,First Choice,39.9,1
19,212.0,73.9,35.0,1.0,Non-Catchment,Second Choice,95.9,1
18,159.0,54.6,40.0,0.71,Non-Catchment,Second Choice,29.2,0
23,140.0,47.3,39.0,0.45,Non-Catchment,First Choice,58.3,0
19,192.0,43.4,36.0,0.37,Catchment,Second Choice,61.8,0
17,211.0,57.6,36.0,0.62,ELDS,First Choice,59.3,0
17,263.0,49.6,34.0,0.47,Catchment,Second Choice,53.7,0
16,258.0,46.2,43.0,0.81,Catchment,Second Choice,92.3,1
19,220.0,34.3,45.0,0.81,ELDS,First Choice,17.8,1
24,200.0,69.4,41.0,0.67,Non-Catchment,First Choice,68.7,0
22,235.0,52.9,28.0,0.83,Catchment,First Choice,69.6,0
22,141.0,38.7,33.0,0.71,ELDS,First Choice,65.7,0
22,309.0,50.9,36.0,1.0,Catchment,Second Choice,43.4,1
23,249.0,63.2,29.0,0.83,Non-Catchment,First Choice,84.1,1
16,259.0,55.4,35.0,0.88,Non-Catchment,First Choice,83.1,1
23,172.0,57.9,35.0,0.41,Non-Catchment,First Choice,42.7,0
19,278.0,55.6,42.0,0.47,Non-Catchment,First Choice,36.0,0
19,199.0,35.8,32.0,0.8,Catchment,Second Choice,32.2,0
19,177.0,69.2,42.0,0.39,Catchment,First Choice,64.5,0
21,218.0,29.4,29.0,0.58,Non-Catchment,Second Choice,60.9,0
22,217.0,61.9,30.0,0.94,Catchment,First Choice,52.8,0
21,171.0,64.2,33.0,0.57,ELDS,First Choice,100.0,1
16,180.0,51.7,35.0,0.46,Non-Catchment,First Choice,50.8,1
23,176.0,60.3,21.0,0.83,Catchment,First Choice,63.7,0
22,177.0,50.8,38.0,1.0,Non-Catchment,First Choice,56.1,0
21,203.0,60.5,45.0,0.54,Catchment,First Choice,99.3,0
21,157.0,69.9,39.0,0.94,Catchment,Second Choice,20.2,0
20,189.0,43.1,34.0,0.51,Non-Catchment,Second Choice,53.8,0
21,267.0,65.1,28.0,0.68,ELDS,First Choice,72.3,1
24,257.0,80.4,24.0,0.69,Non-Catchment,First Choice,55.6,1
24,173.0,59.0,25.0,0.54,Catchment,First Choice,33.9,0
23,263.0,47.5,34.0,0.88,Non-Catchment,Second Choice,63.5,1
24,132.0,88.9,45.0,0.39,Catchment,First Choice,27.6,0
23,329.0,56.3,19.0,0.74,Catchment,First Choice,73.4,0
23,279.0,58.5,39.0,0.91,Non-Catchment,First Choice,51.7,1
16,195.0,58.8,31.0,0.86,ELDS,First Choice,48.4,1
20,237.0,61.7,33.0,0.8,Catchment,First Choice,80.9,1
19,157.0,49.9,29.0,1.0,Non-Catchment,First Choice,39.9,0
17,223.0,57.8,27.0,0.66,ELDS,First Choice,29.2,0
23,212.0,69.3,36.0,0.4,Catchment,First Choice,41.8,0
18,182.0,49.4,37.0,0.73,Catchment,Second Choice,100.0,0
19,199.0,48.7,39.0,0.67,ELDS,First Choice,39.9,1
22,194.0,50.6,25.0,0.28,Non-Catchment,First Choice,67.3,0
24,169.0,38.5,40.0,0.47,Catchment,Second Choice,76.9,0
17,181.0,44.8,40.0,0.45,Catchment,First Choice,41.2,0
18,155.0,44.1,38.0,0.54,Catchment,First Choice,41.2,0
19,259.0,55.0,32.0,0.63,Non-Catchment,Second Choice,63.6,0
16,178.0,67.5,37.0,0.64,Non-Catchment,First Choice,64.5,1
22,165.0,76.8,34.0,0.54,Non-Catchment,First Choice,87.0,0
17,258.0,55.9,41.0,0.45,Non-Catchment,Second Choice,44.6,1
20,237.0,61.8,33.0,0.78,Catchment,First Choice,52.5,1
16,256.0,58.7,36.0,0.72,Catchment,First Choice,100.0,1
18,261.0,23.6,25.0,0.73,Catchment,First Choice,24.1,0
17,307.0,37.8,37.0,1.0,Non-Catchment,First Choice,20.0,0
16,213.0,66.4,31.0,0.73,Non-Catchment,Second Choice,32.3,0
22,154.0,67.9,38.0,0.63,Catchment,Second Choice,82.0,1
20,232.0,67.5,40.0,0.68,Non-Catchment,First Choice,51.2,1
16,190.0,52.3,31.0,0.72,Non-Catchment,First Choice,51.2,0
21,177.0,25.1,35.0,0.82,Non-Catchment,First Choice,40.7,0
20,224.0,39.6,36.0,0.69,Catchment,First Choice,78.4,1
18,259.0,41.9,37.0,0.31,Catchment,First Choice,32.6,0
22,182.0,64.4,40.0,0.61,Catchment,First Choice,48.4,0
24,277.0,49.6,39.0,0.7,Non-Catchment,First Choice,41.5,0
24,175.0,80.4,33.0,0.96,Non-Catchment,First Choice,6.6,1
24,209.0,77.0,45.0,0.54,Non-Catchment,Second Choice,50.4,1
17,237.0,80.1,40.0,0.37,Non-Catchment,Second Choice,58.8,1
18,203.0,41.3,43.0,0.71,ELDS,First Choice,44.5,0
22,140.0,62.4,37.0,0.87,Catchment,First Choice,54.6,1
20,262.0,47.8,37.0,0.62,Catchment,Second Choice,55.1,0
17,192.0,59.9,34.0,1.0,Non-Catchment,Second Choice,57.3,1
18,254.0,42.9,32.0,1.0,Catchment,First Choice,38.9,0
21,163.0,73.4,41.0,0.69,Non-Catchment,First Choice,37.8,1
22,171.0,43.2,37.0,0.74,Non-Catchment,Second Choice,60.9,0
24,259.0,25.8,34.0,0.97,Non-Catchment,First Choice,30.5,0
16,235.0,85.5,29.0,0.68,Catchment,First Choice,55.7,0
22,200.0,61.6,44.0,0.54,Catchment,First Choice,92.7,1
23,236.0,39.0,36.0,0.88,Catchment,First Choice,59.2,0
18,177.0,52.6,28.0,0.79,Non-Catchment,First Choice,23.5,0
19,225.0,46.3,35.0,0.54,Catchment,First Choice,63.6,0
21,226.0,55.1,34.0,0.76,Catchment,First Choice,76.4,1
22,203.0,67.0,34.0,0.67,Catchment,First Choice,44.1,0
19,182.0,64.7,38.0,0.62,ELDS,First Choice,54.0,0
23,223.0,58.8,34.0,0.54,Non-Catchment,Second Choice,42.4,0
20,218.0,55.1,33.0,0.72,ELDS,First Choice,50.8,0
16,199.0,71.2,43.0,0.65,Non-Catchment,First Choice,46.7,1
19,173.0,26.1,25.0,0.76,Non-Catchment,First Choice,68.7,0
18,221.0,43.8,35.0,0.86,Catchment,First Choice,93.2,1
24,199.0,40.3,41.0,0.75,Catchment,Second Choice,61.1,0
23,173.0,70.1,39.0,0.75,Non-Catchment,First Choice,29.2,1
16,222.0,43.9,41.0,0.59,Non-Catchment,First Choice,100.0,1
21,292.0,35.7,45.0,0.93,Catchment,First Choice,71.7,1
24,203.0,63.2,45.0,0.53,Catchment,First Choice,75.7,1
22,287.0,41.4,28.0,0.38,Non-Catchment,First Choice,58.7,0
19,315.0,49.7,25.0,0.49,Catchment,First Choice,64.7,0
16,177.0,90.7,37.0,0.91,Non-Catchment,Second Choice,53.2,1
17,220.0,66.8,27.0,0.79,Catchment,First Choice,78.1,1
20,315.0,51.8,23.0,0.96,Catchment,First Choice,50.5,0
20,215.0,53.2,37.0,0.44,Catchment,First Choice,69.8,0
23,222.0,68.6,38.0,1.0,Non-Catchment,First Choice,79.4,1
21,145.0,64.9,45.0,0.64,Non-Catchment,First Choice,84.9,1
23,196.0,56.1,40.0,0.35,Catchment,First Choice,80.6,0
17,245.0,56.6,45.0,1.0,Non-Catchment,Second Choice,39.5,1
18,329.0,32.8,37.0,0.44,Catchment,First Choice,91.5,1
21,211.0,29.6,28.0,0.62,Catchment,First Choice,73.3,0
18,145.0,52.3,40.0,0.66,Non-Catchment,First Choice,66.1,1
21,157.0,45.5,43.0,0.79,Catchment,First Choice,68.4,0
21,218.0,63.8,37.0,0.54,Non-Catchment,First Choice,56.8,1
17,273.0,58.0,44.0,0.91,ELDS,First Choice,50.7,1
22,249.0,43.4,34.0,0.85,Non-Catchment,First Choice,52.6,1
17,241.0,57.4,38.0,0.7,Non-Catchment,First Choice,85.8,1
21,279.0,48.7,34.0,0.96,Non-Catchment,First Choice,61.6,0
16,188.0,86.0,45.0,0.69,Catchment,First Choice,65.6,1
18,221.0,60.8,40.0,0.64,Non-Catchment,First Choice,61.2,1
17,197.0,31.6,28.0,1.0,Catchment,First Choice,46.6,0
22,208.0,82.3,45.0,0.76,ELDS,First Choice,17.1,0
19,175.0,45.5,31.0,0.5,Catchment,First Choice,75.4,0
23,205.0,40.4,35.0,0.53,Non-Catchment,First Choice,73.3,0
21,219.0,87.2,38.0,0.7,ELDS,First Choice,59.8,1
19,203.0,60.2,38.0,0.22,Non-Catchment,First Choice,38.2,1
20,213.0,65.5,38.0,0.57,ELDS,Second Choice,96.4,1
24,238.0,66.0,28.0,0.68,Non-Catchment,Second Choice,53.2,0
22,276.0,51.9,38.0,0.67,Catchment,First Choice,65.0,1
24,279.0,46.4,42.0,0.45,Non-Catchment,First Choice,45.9,1
22,254.0,48.9,41.0,0.61,Catchment,First Choice,33.0,1
16,163.0,79.1,27.0,0.94,Catchment,First Choice,71.8,1
23,204.0,58.1,31.0,0.89,Non-Catchment,First Choice,30.0,0
19,208.0,74.7,29.0,0.72,Non-Catchment,Second Choice,64.6,0
18,190.0,53.9,37.0,0.69,Non-Catchment,First Choice,64.6,1
22,235.0,43.7,26.0,0.67,ELDS,Second Choice,37.6,0
18,148.0,33.4,28.0,0.75,Non-Catchment,First Choice,34.1,0
23,296.0,64.7,31.0,0.72,Catchment,First Choice,44.6,1
21,274.0,80.4,24.0,0.76,Non-Catchment,Second Choice,47.4,0
20,242.0,41.7,35.0,0.8,Non-Catchment,Second Choice,29.4,0
19,217.0,62.7,22.0,0.46,ELDS,Second Choice,37.5,0
23,275.0,34.4,38.0,0.64,Catchment,First Choice,61.5,0
23,251.0,46.7,33.0,0.74,Catchment,First Choice,99.8,1
16,270.0,59.0,31.0,0.51,Non-Catchment,First Choice,80.2,0
24,217.0,29.1,32.0,0.57,Catchment,First Choice,63.2,0
20,301.0,54.7,35.0,0.66,Non-Catchment,First Choice,82.6,1
19,273.0,42.4,39.0,0.67,Catchment,Second Choice,83.1,1
21,243.0,64.1,43.0,0.74,Non-Catchment,First Choice,53.9,1
21,277.0,52.5,41.0,0.53,Non-Catchment,Second Choice,65.2,0
17,201.0,69.1,45.0,0.89,Catchment,First Choice,79.6,1
23,167.0,50.8,39.0,0.66,Non-Catchment,First Choice,82.3,1
22,234.0,34.6,36.0,0.73,Catchment,Second Choice,82.5,0
16,217.0,32.7,32.0,0.63,Catchment,First Choice,39.5,0
20,211.0,26.4,32.0,0.75,Catchment,First Choice,83.5,0
21,275.0,64.5,38.0,1.0,Non-Catchment,First Choice,97.2,1
19,228.0,93.4,29.0,0.62,Catchment,First Choice,89.9,0
17,232.0,61.5,36.0,0.59,Non-Catchment,Second Choice,38.3,0
19,205.0,80.1,35.0,0.53,Non-Catchment,First Choice,33.3,1
16,260.0,72.0,31.0,0.69,Non-Catchment,First Choice,69.3,1
22,252.0,47.2,29.0,0.69,Non-Catchment,First Choice,89.5,1
17,259.0,74.0,45.0,0.71,Non-Catchment,First Choice,64.5,1
17,198.0,47.8,27.0,0.79,Catchment,First Choice,55.3,0
24,279.0,48.1,35.0,0.77,Non-Catchment,First Choice,58.2,0
20,303.0,51.9,42.0,0.7,Catchment,Second Choice,80.4,1
17,258.0,52.6,38.0,1.0,Non-Catchment,Second Choice,53.6,1
24,184.0,64.9,32.0,0.84,Non-Catchment,First Choice,69.6,1
24,184.0,44.9,28.0,0.48,Catchment,First Choice,57.4,0
16,203.0,68.3,36.0,0.39,Non-Catchment,First Choice,42.2,0
18,195.0,68.1,19.0,0.56,ELDS,Second Choice,40.7,0
19,217.0,60.1,36.0,0.73,Catchment,First Choice,70.5,1
22,248.0,84.1,35.0,0.54,Non-Catchment,First Choice,5.9,1
19,233.0,74.3,41.0,0.57,Catchment,First Choice,69.6,1
17,229.0,71.0,28.0,0.71,Non-Catchment,First Choice,56.6,1
22,209.0,56.0,33.0,0.63,Non-Catchment,First Choice,78.9,1
21,217.0,60.3,38.0,0.29,Non-Catchment,First Choice,72.0,0
18,256.0,62.9,36.0,0.92,Non-Catchment,Second Choice,60.9,1
21,129.0,55.2,27.0,0.87,ELDS,First Choice,38.7,0
21,219.0,49.4,31.0,0.44,Non-Catchment,First Choice,39.7,0
20,233.0,18.9,43.0,0.71,Non-Catchment,First Choice,47.1,0
19,255.0,65.8,37.0,0.48,Non-Catchment,First Choice,77.4,0
16,175.0,70.6,25.0,0.58,Non-Catchment,First Choice,95.4,0
21,172.0,37.6,40.0,0.8,Non-Catchment,First Choice,66.6,0
17,246.0,64.1,25.0,0.86,ELDS,Second Choice,48.2,0
18,134.0,46.1,33.0,0.86,Non-Catchment,First Choice,50.3,0
23,280.0,49.5,38.0,0.75,Non-Catchment,First Choice,51.2,1
21,230.0,74.7,42.0,0.96,Catchment,First Choice,80.8,1
18,290.0,40.1,21.0,0.58,Non-Catchment,First Choice,50.8,0
22,171.0,40.1,39.0,0.62,Non-Catchment,First Choice,59.1,0
19,200.0,82.1,40.0,0.18,Non-Catchment,First Choice,86.9,1
24,112.0,52.8,32.0,0.68,Catchment,First Choice,48.7,0
20,184.0,73.7,36.0,0.82,ELDS,Second Choice,71.1,1
18,212.0,31.0,17.0,0.76,Catchment,First Choice,78.0,0
17,132.0,32.2,19.0,0.58,Catchment,First Choice,61.3,0
17,202.0,41.3,42.0,0.87,Non-Catchment,First Choice,99.1,1
18,131.0,47.8,32.0,0.69,Non-Catchment,First Choice,93.3,0
17,208.0,34.0,33.0,0.85,Catchment,First Choice,65.3,0
19,272.0,60.5,36.0,0.8,Non-Catchment,Second Choice,43.9,1
17,218.0,61.5,33.0,0.98,Catchment,First Choice,44.9,0
24,295.0,41.5,32.0,0.77,Catchment,First Choice,64.3,0
17,255.0,42.7,37.0,0.82,Catchment,First Choice,38.2,1
24,281.0,44.7,26.0,0.68,Non-Catchment,First Choice,65.4,0
21,186.0,37.5,42.0,0.6,Catchment,First Choice,93.8,1
16,184.0,11.6,34.0,0.8,Catchment,Second Choice,61.2,0
19,236.0,53.7,29.0,1.0,Non-Catchment,First Choice,59.6,0
16,149.0,48.5,28.0,0.58,Non-Catchment,First Choice,77.1,0
21,241.0,50.1,35.0,0.65,Non-Catchment,First Choice,70.5,1
19,205.0,39.8,33.0,0.71,Non-Catchment,First Choice,37.0,0
18,280.0,67.2,26.0,0.84,Non-Catchment,First Choice,50.9,0
18,251.0,91.4,31.0,0.77,Catchment,First Choice,97.9,1
24,269.0,42.5,30.0,0.88,Non-Catchment,First Choice,66.5,1
21,186.0,76.0,43.0,1.0,Non-Catchment,Second Choice,39.9,1
24,267.0,60.5,36.0,0.57,Catchment,First Choice,56.2,1
20,285.0,55.5,44.0,0.82,Catchment,First Choice,24.3,1
17,218.0,49.8,31.0,0.76,Non-Catchment,Second Choice,22.8,1
23,187.0,53.8,33.0,0.7,Catchment,First Choice,79.6,0
20,188.0,72.2,37.0,0.82,ELDS,Second Choice,59.9,0
17,276.0,37.9,39.0,0.65,Non-Catchment,First Choice,70.4,1
19,341.0,50.9,39.0,0.76,Catchment,First Choice,83.2,1
24,176.0,73.7,30.0,0.44,Catchment,First Choice,66.8,0
19,172.0,69.8,30.0,0.59,ELDS,First Choice,74.7,0
19,261.0,38.2,33.0,0.91,Catchment,First Choice,65.1,0
17,186.0,52.3,44.0,0.9,Non-Catchment,Second Choice,85.7,1
21,266.0,65.9,29.0,0.75,Non-Catchment,First Choice,95.5,1
17,241.0,65.0,32.0,0.61,Non-Catchment,First Choice,64.0,1
22,219.0,69.6,39.0,0.87,Non-Catchment,First Choice,63.2,0
18,240.0,60.8,39.0,0.95,Catchment,First Choice,66.4,1
18,237.0,63.3,38.0,0.62,Catchment,First Choice,57.9,1
20,212.0,60.1,35.0,0.41,Non-Catchment,First Choice,52.0,0
18,141.0,78.7,29.0,0.79,ELDS,First Choice,81.0,0
17,228.0,48.7,31.0,0.88,Catchment,First Choice,52.0,0
24,291.0,55.7,42.0,0.82,Non-Catchment,Second Choice,50.9,1
17,148.0,39.8,40.0,1.0,Catchment,First Choice,78.0,1
17,177.0,36.8,27.0,1.0,Non-Catchment,Second Choice,79.5,0
23,239.0,59.9,40.0,0.64,Non-Catchment,First Choice,100.0,1
24,222.0,44.1,43.0,0.74,Catchment,First Choice,84.4,1
22,239.0,54.1,35.0,0.6,Catchment,Second Choice,76.5,1
